Domain Code,Domain,Area Code (M49),i,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7003,March,2019,2019,°C,0.406,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7004,April,2019,2019,°C,1.252,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7005,May,2019,2019,°C,1.101,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7006,June,2019,2019,°C,0.738,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7007,July,2019,2019,°C,1.46,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7008,August,2019,2019,°C,1.973,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7009,September,2019,2019,°C,1.369,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7010,October,2019,2019,°C,1.723,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7011,November,2019,2019,°C,1.23,E,Estimated value,,,,,,,
ET,Temperature change,454,Malawi,7271,Temperature change,7012,December,2019,2019,°C,1.369,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7001,January,2019,2019,°C,1.681,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7002,February,2019,2019,°C,1.265,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7003,March,2019,2019,°C,1.279,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7004,April,2019,2019,°C,1.576,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7005,May,2019,2019,°C,1.616,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7006,June,2019,2019,°C,1.319,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7007,July,2019,2019,°C,1.355,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7008,August,2019,2019,°C,1.677,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7009,September,2019,2019,°C,1.457,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7010,October,2019,2019,°C,1.137,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7011,November,2019,2019,°C,1.487,E,Estimated value,,,,,,,
ET,Temperature change,458,Malaysia,7271,Temperature change,7012,December,2019,2019,°C,1.242,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7001,January,2019,2019,°C,0.689,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7002,February,2019,2019,°C,0.792,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7003,March,2019,2019,°C,1.204,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7004,April,2019,2019,°C,1.308,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7005,May,2019,2019,°C,1.565,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7006,June,2019,2019,°C,1.213,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7007,July,2019,2019,°C,1.366,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7008,August,2019,2019,°C,1.242,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7009,September,2019,2019,°C,1.26,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7010,October,2019,2019,°C,0.507,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7011,November,2019,2019,°C,0.568,E,Estimated value,,,,,,,
ET,Temperature change,462,Maldives,7271,Temperature change,7012,December,2019,2019,°C,0.642,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7001,January,2019,2019,°C,0.143,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7002,February,2019,2019,°C,-0.036,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7003,March,2019,2019,°C,0.487,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7004,April,2019,2019,°C,1.969,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7005,May,2019,2019,°C,1.7,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7006,June,2019,2019,°C,2.34,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7007,July,2019,2019,°C,1.547,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7008,August,2019,2019,°C,1.236,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7009,September,2019,2019,°C,1.636,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7010,October,2019,2019,°C,1.237,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7011,November,2019,2019,°C,2.007,E,Estimated value,,,,,,,
ET,Temperature change,466,Mali,7271,Temperature change,7012,December,2019,2019,°C,1.541,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7001,January,2019,2019,°C,-0.979,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7002,February,2019,2019,°C,-0.042,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7003,March,2019,2019,°C,1.071,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7004,April,2019,2019,°C,1.028,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7005,May,2019,2019,°C,-0.605,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7006,June,2019,2019,°C,3.206,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7007,July,2019,2019,°C,2.313,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7008,August,2019,2019,°C,2.201,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7009,September,2019,2019,°C,1.871,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7010,October,2019,2019,°C,2.333,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7011,November,2019,2019,°C,1.587,E,Estimated value,,,,,,,
ET,Temperature change,470,Malta,7271,Temperature change,7012,December,2019,2019,°C,2.017,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7001,January,2019,2019,°C,0.88,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7002,February,2019,2019,°C,0.304,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7003,March,2019,2019,°C,0.293,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7004,April,2019,2019,°C,0.681,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7005,May,2019,2019,°C,0.588,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7006,June,2019,2019,°C,0.866,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7007,July,2019,2019,°C,1.169,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7008,August,2019,2019,°C,0.602,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7009,September,2019,2019,°C,0.837,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7010,October,2019,2019,°C,0.814,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7011,November,2019,2019,°C,0.687,E,Estimated value,,,,,,,
ET,Temperature change,584,Marshall Islands,7271,Temperature change,7012,December,2019,2019,°C,0.965,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7001,January,2019,2019,°C,0.29,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7002,February,2019,2019,°C,0.838,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7003,March,2019,2019,°C,0.778,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7004,April,2019,2019,°C,0.44,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7005,May,2019,2019,°C,0.626,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7006,June,2019,2019,°C,0.9,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7007,July,2019,2019,°C,1.121,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7008,August,2019,2019,°C,1.003,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7009,September,2019,2019,°C,1.241,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7010,October,2019,2019,°C,0.849,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7011,November,2019,2019,°C,0.879,E,Estimated value,,,,,,,
ET,Temperature change,474,Martinique,7271,Temperature change,7012,December,2019,2019,°C,1.481,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7001,January,2019,2019,°C,0.189,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7002,February,2019,2019,°C,0.53,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7003,March,2019,2019,°C,0.142,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7004,April,2019,2019,°C,1.576,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7005,May,2019,2019,°C,1.632,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7006,June,2019,2019,°C,2.108,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7007,July,2019,2019,°C,1.923,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7008,August,2019,2019,°C,1.91,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7009,September,2019,2019,°C,1.886,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7010,October,2019,2019,°C,2.097,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7011,November,2019,2019,°C,1.622,E,Estimated value,,,,,,,
ET,Temperature change,478,Mauritania,7271,Temperature change,7012,December,2019,2019,°C,2.103,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7001,January,2019,2019,°C,1.171,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7002,February,2019,2019,°C,0.937,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7003,March,2019,2019,°C,1.063,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7004,April,2019,2019,°C,1.165,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7005,May,2019,2019,°C,1.015,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7006,June,2019,2019,°C,0.988,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7007,July,2019,2019,°C,1.67,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7008,August,2019,2019,°C,1.621,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7009,September,2019,2019,°C,1.473,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7010,October,2019,2019,°C,1.65,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7011,November,2019,2019,°C,1.784,E,Estimated value,,,,,,,
ET,Temperature change,480,Mauritius,7271,Temperature change,7012,December,2019,2019,°C,1.212,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7001,January,2019,2019,°C,0.777,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7002,February,2019,2019,°C,0.64,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7003,March,2019,2019,°C,0.922,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7004,April,2019,2019,°C,1.267,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7005,May,2019,2019,°C,1.267,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7006,June,2019,2019,°C,1.28,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7007,July,2019,2019,°C,1.107,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7008,August,2019,2019,°C,1.149,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7009,September,2019,2019,°C,1.168,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7010,October,2019,2019,°C,1.713,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7011,November,2019,2019,°C,1.742,E,Estimated value,,,,,,,
ET,Temperature change,175,Mayotte,7271,Temperature change,7012,December,2019,2019,°C,0.861,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7001,January,2019,2019,°C,1.147,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7002,February,2019,2019,°C,2.033,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7003,March,2019,2019,°C,1.155,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7004,April,2019,2019,°C,0.895,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7005,May,2019,2019,°C,0.885,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7006,June,2019,2019,°C,1.253,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7007,July,2019,2019,°C,1.369,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7008,August,2019,2019,°C,2.185,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7009,September,2019,2019,°C,1.376,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7010,October,2019,2019,°C,1.278,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7011,November,2019,2019,°C,1.544,E,Estimated value,,,,,,,
ET,Temperature change,484,Mexico,7271,Temperature change,7012,December,2019,2019,°C,1.241,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7001,January,2019,2019,°C,0.615,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7002,February,2019,2019,°C,0.791,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7003,March,2019,2019,°C,0.363,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7004,April,2019,2019,°C,0.915,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7005,May,2019,2019,°C,1.168,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7006,June,2019,2019,°C,1.094,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7007,July,2019,2019,°C,0.893,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7008,August,2019,2019,°C,0.622,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7009,September,2019,2019,°C,0.819,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7010,October,2019,2019,°C,0.933,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7011,November,2019,2019,°C,0.62,E,Estimated value,,,,,,,
ET,Temperature change,583,Micronesia (Federated States of),7271,Temperature change,7012,December,2019,2019,°C,0.413,E,Estimated value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7001,January,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7002,February,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7003,March,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7004,April,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7005,May,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7006,June,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7007,July,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7008,August,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7009,September,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7010,October,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7011,November,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,488,Midway Island,7271,Temperature change,7012,December,2019,2019,°C,,O,Missing value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7001,January,2019,2019,°C,0.299,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7002,February,2019,2019,°C,1.843,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7003,March,2019,2019,°C,2.183,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7004,April,2019,2019,°C,0.713,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7005,May,2019,2019,°C,-0.618,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7006,June,2019,2019,°C,3.053,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7007,July,2019,2019,°C,2.875,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7008,August,2019,2019,°C,2.9,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7009,September,2019,2019,°C,2.048,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7010,October,2019,2019,°C,2.47,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7011,November,2019,2019,°C,0.901,E,Estimated value,,,,,,,
ET,Temperature change,492,Monaco,7271,Temperature change,7012,December,2019,2019,°C,2.743,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7001,January,2019,2019,°C,2.979,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7002,February,2019,2019,°C,0.041,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7003,March,2019,2019,°C,4.478,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7004,April,2019,2019,°C,3.739,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7005,May,2019,2019,°C,-0.129,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7006,June,2019,2019,°C,1.487,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7007,July,2019,2019,°C,1.632,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7008,August,2019,2019,°C,1.286,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7009,September,2019,2019,°C,4.497,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7010,October,2019,2019,°C,1.539,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7011,November,2019,2019,°C,1.51,E,Estimated value,,,,,,,
ET,Temperature change,496,Mongolia,7271,Temperature change,7012,December,2019,2019,°C,2.001,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7001,January,2019,2019,°C,-0.603,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7002,February,2019,2019,°C,1.902,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7003,March,2019,2019,°C,3.147,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7004,April,2019,2019,°C,1.935,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7005,May,2019,2019,°C,-1.392,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7006,June,2019,2019,°C,3.705,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7007,July,2019,2019,°C,1.86,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7008,August,2019,2019,°C,3.333,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7009,September,2019,2019,°C,2.197,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7010,October,2019,2019,°C,3.183,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7011,November,2019,2019,°C,3.886,E,Estimated value,,,,,,,
ET,Temperature change,499,Montenegro,7271,Temperature change,7012,December,2019,2019,°C,2.172,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7001,January,2019,2019,°C,0.468,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7002,February,2019,2019,°C,0.822,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7003,March,2019,2019,°C,0.848,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7004,April,2019,2019,°C,0.342,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7005,May,2019,2019,°C,0.503,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7006,June,2019,2019,°C,0.689,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7007,July,2019,2019,°C,0.999,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7008,August,2019,2019,°C,0.996,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7009,September,2019,2019,°C,1.302,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7010,October,2019,2019,°C,0.945,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7011,November,2019,2019,°C,1.097,E,Estimated value,,,,,,,
ET,Temperature change,500,Montserrat,7271,Temperature change,7012,December,2019,2019,°C,1.842,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7001,January,2019,2019,°C,0.335,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7002,February,2019,2019,°C,0.419,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7003,March,2019,2019,°C,1.556,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7004,April,2019,2019,°C,1.214,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7005,May,2019,2019,°C,3.534,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7006,June,2019,2019,°C,1.424,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7007,July,2019,2019,°C,1.108,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7008,August,2019,2019,°C,1.936,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7009,September,2019,2019,°C,1.634,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7010,October,2019,2019,°C,2.211,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7011,November,2019,2019,°C,1.22,E,Estimated value,,,,,,,
ET,Temperature change,504,Morocco,7271,Temperature change,7012,December,2019,2019,°C,2.31,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7001,January,2019,2019,°C,0.841,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7002,February,2019,2019,°C,0.632,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7003,March,2019,2019,°C,0.595,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7004,April,2019,2019,°C,1.069,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7005,May,2019,2019,°C,0.807,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7006,June,2019,2019,°C,0.894,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7007,July,2019,2019,°C,1.148,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7008,August,2019,2019,°C,1.7,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7009,September,2019,2019,°C,0.67,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7010,October,2019,2019,°C,1.709,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7011,November,2019,2019,°C,1.88,E,Estimated value,,,,,,,
ET,Temperature change,508,Mozambique,7271,Temperature change,7012,December,2019,2019,°C,1.257,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7001,January,2019,2019,°C,1.684,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7002,February,2019,2019,°C,1.899,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7003,March,2019,2019,°C,0.924,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7004,April,2019,2019,°C,1.971,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7005,May,2019,2019,°C,2.326,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7006,June,2019,2019,°C,1.898,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7007,July,2019,2019,°C,1.253,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7008,August,2019,2019,°C,1.448,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7009,September,2019,2019,°C,0.953,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7010,October,2019,2019,°C,1.673,E,Estimated value,,,,,,,
ET,Temperature change,104,Myanmar,7271,Temperature change,7011,November,2019,2019,°C,2.216,E,Estimated value,,,,,,,
